0,1,2,3,4,5,6,7,8,9
James Lyons-Weiler,UCu5vnUU_lFFCmT7uu03_4tQ,1300.0,19293,20,0,True,2012-07-14,,2021-03-17
James Madison Williams,UCeF9whEiyHSS94u1kkFWrjw,71.0,10666,12,0,True,2018-12-16,,2020-04-30
James National crux,UCVCXuv8UWUXydfiaDhPLXtw,0.0,3381,40,1,True,2018-07-14,,2019-03-01
James Patrick,UCl2XemV608_683r5bBsxjAw,986.0,648815,14,2,False,2012-09-19,2019-06-05,2019-03-01
James Rankin,UCyhtDGPCKjIBo29PJd9iWjw,58.0,923,10,0,True,2015-01-23,,2020-08-14
James Reppert,UCah3BlDMa2Q02Pu2mbQrW_g,20.0,7872,598,1,True,2013-07-12,,2019-10-21
James Roesch,UCeNEtX35rNnxbwIv20TvYUA,16.0,16724,12,2,False,2010-04-01,,2021-07-27
James Soccerfender,UCqM-_n_qnNuepy3oGthe0lA,240.0,372086,74,1,True,2017-06-21,,2020-07-18
James True,UCz-F6KZwlIs7SzopBj7L8cg,9680.0,366563,344,5,True,2011-10-12,,2021-07-26
James Yeager,UCh6iq_mOy33ZPp2EMhqQOeA,67789.0,5704576,965,17,True,2017-12-31,,2021-02-27
Jamie Britt,UCMLCb2LurHnmO0IamlWRpMA,35.0,671,9,9,False,2014-06-29,2021-01-15,2020-12-17
Jamie Dlux,UC9SL3BtH21c8EGeZnw0WTXw,73000.0,12216739,455,43,True,2011-10-29,2021-03-05,2020-10-17
Jane Madison,UCNdvZaKM9W1QmrZ1xadjEIw,90.0,34772,41,0,False,2016-08-27,2019-10-05,2019-03-01
Janet Ossebaard,UCMxgroNPdv9YFRNyXsvinOQ,75500.0,327013,24,0,True,2015-06-14,,2020-08-27
Jan Hus,UCs6EwfBABxv5sBBCe3tFsOQ,1.0,1235,4,1,False,2013-04-14,,2019-03-01
janice Atkinson,UCzX4SVFVMa6x67oP2Wczaiw,465.0,37042,38,0,True,2018-04-15,,2020-09-29
Jan Kalinowski,UCWzWPotBs0UeTlWengO88dQ,12.0,23685,11,0,False,2015-11-25,,2019-03-01
jan milld,UC_6fnvNXMLszaA4EQkQRjQw,619.0,446024,143,1,True,2010-10-03,,2019-03-01
Jan Milld,UCWCUllK7fmGvDLIhxsqUJbA,974.0,447646,157,1,True,2009-10-20,,2019-03-01
Jannah Focus,UCsGGf32RSjqQp-k4QHPAJNw,39.0,2810,47,0,False,2013-07-31,,2019-03-01
jannahmp3,UCYLry1v_HEDHEb2sslVpm0Q,203.0,216825,56,1,False,2008-09-14,,2019-03-01
Japan Ball,UCB1iucCoh9APgOcv9_rijnA,153.0,58444,1,0,False,2018-05-22,,2020-01-13
JaPeZ,UC2NJamOVTfpgYR7HU7FHh-A,69.0,53747,20,0,False,2014-07-16,,2019-03-01
Jared George,UCQecLi2rXNQDj2QcZjsuK1g,1452.0,2689,107,2,True,2019-06-09,,2021-04-18
Jared Justice,UCHnEwSoH9uTKIYfWUvolpBQ,40.0,292637,1,0,True,2012-05-27,,2019-12-24
Jared Taylorberg,UCyYEihsJ5U5wIY6FVujCbhQ,305.0,21357,15,0,True,2012-11-21,,2020-09-06
Jared Taylor Central,UCrSGY9TV9x28WeH7Z2XYuLg,23.0,12325,10,5,False,2017-09-28,2019-06-05,2019-03-01
Jared Taylor Swift,UC4r9aAqy5OHIwEUOmH8eQdA,3.0,1367,1,0,True,2019-04-17,,2020-09-19
Jarek Bogusławski,UCHtXb_LeiPzH4Bmxdwi2O-w,5040.0,1319133,1168,2,True,2009-01-15,,2019-11-26
Jarmo Ekman suomeksi,UCIuNtdUwXSROEnhCWfwfHVA,1660.0,76123,79,78,False,2019-10-13,2020-11-09,2020-05-18
JaromirSyx,UCYVWRZ4J7GgUBQmSu9Rihnw,86.0,15823,6,1,True,2010-05-11,,2019-03-01
Jaroslaw Мудрый,UCYFjVNpFOaQm3-_VTqaGjkg,24.0,11753,9,4,False,2014-08-07,2019-06-05,2019-03-01
jarrisuciopoter2,UCd8ktpytUGPuVULN8eiJvYQ,38.0,6961,4,0,True,2009-07-27,,2021-03-29
Jasinna,UC2Xf_h0kqZE80DrrMUjc0Dg,57400.0,6067322,77,0,True,2007-08-11,,2019-12-20
JasinnaRELOADED,UCl3p2lukxbU502X-dBkOgZg,17000.0,614233,5,0,True,2011-08-14,,2019-12-16
Jason Bermas,UCI44Zcw52UErsFokiKMHlSg,53900.0,7162833,2063,1,True,2007-06-10,,2020-05-10
Jason Ditz,UCySrJuFl6Xgzu1-NGWyKgGg,24.0,40928,17,0,False,2006-06-18,,2021-04-17
Jason Filmes skin 4,UCksLqMrfotNVjFnKvdNjAnw,6334.0,825516,76,0,True,2017-11-29,,2019-03-01
Jason Goodman,UC8Cl9QaRtuW9CNjP7pP4BBQ,86600.0,20765354,2367,445,True,2011-09-21,2021-05-02,2019-11-26
JASONHEINCHMANNNN,UCC_pPQRcVbjqusTFcnOSAug,117.0,97498,1,0,True,2009-07-20,,2021-03-07
Jason Kessler,UC68k9B1W2GTDZv9e10ySrxA,2943.0,516609,81,53,False,2015-11-30,2019-06-05,2019-03-01
Jason Liosatos Outside The Box,UCL3Dm0whUpRNEjrH2AVTbfA,20700.0,1868539,304,96,True,2010-06-23,2021-01-28,2020-10-02
Jason Schlosberg,UCpVCZTT-g5VDn3zWsxCdJ0Q,27000.0,86788336,2,0,True,2006-10-04,,2021-03-07
Jason Sharp,UCNueNeL-wIgolIurXToLD-Q,3.0,938,100,1,True,2017-06-08,,2019-03-01
Jason Tucker,UC02cD_arph_qLqRTN6iJaaQ,336.0,608388,49,0,True,2012-09-11,,2020-02-19
Jatenow,UCcoeRHlVgOaLGzHFEY-6qAQ,121000.0,21906886,783,1,True,2014-11-13,,2019-09-21
jay4louise9,UCdvLLfq3YDHS7m8x7UMMpyg,3230.0,1485223,144,0,True,2012-04-24,,2020-12-31
Jayda Fransen,UCoa1XloD4KrahcQLBuTOUOQ,15629.0,2282097,195,195,True,2016-09-02,,2019-03-01
Jayden X,UCfXh9pdmgESJsVCo2F52Z-A,4130.0,692389,457,71,False,2020-06-01,,2021-07-27
Jay Dyer,UCnt7Iy8GlmdPwy_Tzyx93bA,44700.0,7387827,1092,6,True,2006-05-31,,2019-12-23
Jay Graham,UCGr8TpqpIxVs-zeLSN49ZDA,1360.0,192841,34,0,False,2010-10-11,,2021-03-18
Jay James,UCQOsK4sQs7vlAPV353wVFQw,911.0,177560,396,4,False,2012-09-26,2020-06-11,2019-03-01
JAYLOVE47,UCkVWVz_GtuCCKNhEq3PW9Tg,26133.0,13437,658,1,True,2009-01-30,,2019-03-01
JAYME LOUIS LIARDI,UCGbw254t5Arosx5lkXPooHg,7100.0,429769,55,1,True,2014-07-27,,2020-06-09
Jayne Jay,UCz_kqP8qy_XN9bzrzxRVgbQ,4640.0,211441,31,0,False,2018-11-27,2020-10-26,2020-04-30
Jay Sea,UCaBspLuUJ8srTPGz3cKEQPA,22.0,1929,17,0,True,2018-07-01,,2021-02-25
jayslem jayslem,UC4OHk_5MYu_QZ5HQmUUzUYQ,0.0,5076323,1140,2,True,2017-08-04,,2019-11-25
Jay Thoth,UCR-03MxItA6SFIzCiSG1CgQ,14.0,1420,4,0,True,2013-08-20,,2020-01-30
Jay Will,UCbY9E_uqh0KWPNVHjf3xJCw,172.0,105683,77,1,False,2011-11-23,,2019-03-01
J B,UCf421kvyAqR7Gnzh7Angxvg,3540.0,463603,36,0,True,2009-09-27,,2021-06-06
jb0433628,UCVAnvpvnVhKqX2rP5cEjpLg,2330.0,515557,8,0,True,2006-10-10,,2021-02-04
J Bassett,UCfL2yNDshAtPb2k97ayQ76g,3025.0,1928065,211,0,True,2006-08-26,,2019-03-01
JB Gunner TV,UCR0MBXI03viU-QWKO8m5qew,31971.0,4257882,1072,1,False,2017-08-14,2019-10-05,2019-03-01
J Bridge,UC16B0N0gctYvpg4un4ovwrA,3250.0,1416003,37,0,True,2013-10-18,,2020-12-18
JC,UCpKZivwpYjJKxvsgbJbWM0w,94.0,275047,97,1,True,2013-09-11,,2019-03-01
JC2R Officiel 2,UCCCFCxkPHFfuAVs9zwFiI0Q,61300.0,8820981,245,165,True,2018-04-14,,2021-06-22
j.denino57,UC1g2cdvqX6exouLCfaJdrLQ,124.0,135978,330,3,True,2014-11-18,,2019-03-01
jdoodlesdocumentarie,UChPNBE_zEQyssHQJDAGdO4A,308.0,1966191,11,0,False,2008-05-05,,2019-03-01
Jean-Francois Gariépy,UCowcNKm1w2GGw5U_XQeduhg,47250.0,4212939,500,324,False,2011-04-25,2020-09-04,2020-08-26
Jean Michel,UCTaanv7Wi6A6zNKG4DqhrDg,1230.0,242259,131,0,True,2013-03-12,,2021-01-24
jeanne duberger,UCtSsI865LsunMjb48mRtOhQ,5.0,2261,1,1,False,2014-02-11,,2021-07-27
Jean Pierre Moreno Molina,UCtDCTQj8ByAHHEMKfnlPGfg,6.0,22018,2,2,False,2007-10-12,2019-09-24,2019-03-01
Jean Robin1,UCvI5FPL2vMyoBv7Q8hkzddg,8140.0,158280,321,0,True,2008-09-25,,2020-12-19
Jean-Yves Le Gallou,UC6uo3uVzDvJVzrJ2DdmZT5Q,10900.0,955154,185,0,True,2018-09-24,,2020-01-04
jeddahuser,UCTbggLnht6VA3PCjouLnA_g,38.0,60342,17,1,False,2008-10-15,,2019-03-01
Jedem Das Seine - Topic,UCAGLCzcVnrE3Jy6wr0cYM5Q,12.0,4939,23,0,False,2017-04-27,,2019-03-01
Jeff Censored!,UCAI2PPsCuPRM6KDbwJvSU9A,14900.0,267032,493,60,True,2018-02-24,,2021-06-04
Jeff Crouere,UCXVts1Yn6LfP18rmaW2lLdQ,2340.0,361906,146,0,True,2017-04-06,,2020-09-11
Jefferson Lee,UC4-SEnUnabpeMNvEbc8UjPw,9137.0,456005,177,0,False,2017-08-07,2020-01-26,2019-03-01
JeffMAC,UCvDiNaPeqcZFSwNh3hhyHsQ,16800.0,2105665,400,2,True,2006-03-10,,2020-09-10
Jeff Rense,UCDGv5lznlcbgOeH5-pqo5MQ,70100.0,4818179,306,1,True,2010-10-14,,2020-07-27
Jeffrey Harris,UCDqhCqr2QBAQvdzvVYjzsvA,34.0,6717,26,0,False,2008-09-14,,2019-03-01
Jeffry Puglio,UCMPBtnF4ApPpE0fp-KF2Lxw,23.0,2179,13,1,False,2018-10-16,,2019-03-01
JEHOVAHWITNESSDEVILS,UCVojwGp7q_14IQTWhqcFyRQ,25.0,9512,28,1,False,2012-06-14,2019-06-05,2019-03-01
Jellybean Gen.,UCr0BIgdlC_RLnb_X0XUmanQ,61100.0,2218858,75,0,True,2018-04-15,,2019-12-19
Jembonia,UCyiLaF3UbMGZRmVuHryi5HQ,3540.0,14459370,5,0,True,2008-01-29,,2021-03-07
JENerational Change,UCqE7Mc9cvyrUf9lxihC7w3w,1700.0,50684,539,0,True,2019-09-11,,2021-01-20
Jenifer Media,UCoOZ6KF6lvMT04UEq_qW65w,14.0,22437,220,0,False,2017-11-21,,2019-03-01
Jennifer Sanchez,UCdl3IPbtVOqKAQLdDdHD7iA,553.0,148641,99,0,True,2008-12-07,,2020-01-29
JEnochPowell,UCT53DU5NvRljhL89ozXDPlg,48.0,0,1,1,False,2008-06-29,2020-10-05,2019-03-01
Jensen,UCJhaXFCnz8qYWhY2pElETug,94900.0,17759806,407,1,True,2018-11-15,,2020-05-12
Jens Janik,UCIEIcisb6DeqtIpMqFIvDEw,850.0,422381,87,86,False,2006-08-01,2021-05-16,2020-06-15
Jeremiah Alphonsus,UC5A-8YEpRPapV8OuacF0E7g,4390.0,490151,425,1,True,2014-02-11,,2019-12-30
Jeremiah Cohen,UCefPpd-HJMYzrRuS8B_xE7w,72200.0,11294840,521,0,True,2017-11-03,,2020-09-24
Jeremiah Films,UCP2vMmJ3_01LYPq4jaKxJpw,29056.0,9074551,259,0,True,2007-11-19,,2019-03-01
Jeremiah Keenan,UCIpdYrhFc_PGFVbwfNoz7Bw,146.0,70373,2,0,True,2020-02-20,,2021-03-15
Jerm Warfare,UCWYQBDEWYoNCCr-MXIPd4yw,11000.0,641988,205,47,True,2019-02-10,2020-10-13,2020-09-29
Jerm Warfare 2.0,UCdKZG1LGFkVbLPT-0b791ow,2690.0,24879,103,102,True,2020-09-26,2021-04-18,2020-10-08
Jerome Corsi,UC3QohndFXgxn8uoGViHrghA,40700.0,145079,532,521,False,2006-10-21,2021-01-16,2020-11-30
Jeronimus Cornelisz,UC-ISBwokA0BgaLFap-2txnw,9.0,17540,12,0,True,2009-06-23,,2020-07-13
Jerrys WoodShop and Outdoors,UCQORrlBf3f3p6_rdWEfljkQ,17800.0,3567335,251,0,True,2016-02-15,,2020-09-10
JerryTheother,UCuUbALqd-qaVTdAYbVyG2Aw,1530.0,770183,170,0,True,2012-12-18,,2020-01-13
jerynator DE,UCKvpHcDhnw9npA447wSnXpQ,1165.0,627460,22,0,False,2015-02-07,,2019-03-01
Jesse James,UCIK2GdWuapLxW5xcelmBmgQ,6110.0,1041331,521,515,True,2011-10-10,2021-07-19,2019-09-21
Jesse Ventura,UCjeYqGx0STkSM6iWknsDl3w,150000.0,11678908,322,1,True,2013-11-27,,2019-11-29
jessuatwork warrior,UCD8_VpqmUO-7IX5vwCCv1PQ,266.0,240394,58,1,True,2012-01-19,,2019-03-01
Jester,UCsP29xbe7IVu9_22qYbftUQ,17.0,5580,1,0,True,2013-10-11,,2021-02-13
Jesus Light of Life,UCPjc2epm_D336sXmozQx6IQ,4445.0,1187264,41,3,False,2013-02-10,,2021-07-27
J E S U S warned us about THEM,UC1r1qEWOrII7yV0QM6LAsGw,111.0,2298,108,6,False,2013-11-16,2019-06-05,2019-03-01
JettandJahnMedia,UC8P8nZopCpf5mIZxCde73XA,211.0,136563,28,1,True,2012-01-04,,2019-03-01
jewamongyou,UCnf5-V1Wvixs6TjYNJTFObA,81.0,59763,23,0,False,2010-02-22,,2021-07-27
JewishBillWhite,UCX4HcZuI3s_0BV8wwpazyUA,38.0,112036,3,3,False,2006-10-28,2019-10-30,2019-03-01
jewishcrimenetwork,UClUbbq5iVCHyMDNLyCWN6KA,122.0,4007,1,0,True,2008-11-09,,2020-12-29
JewishCrimeNetwork02,UCUSwd8n0tYC0aGA7Bfau1tQ,165.0,31842,44,0,True,2010-11-26,,2020-10-03
jewishtube1,UCUv5DXt89AAGIIf4YQIUR0A,243.0,99250,39,37,False,2011-08-28,2019-06-05,2019-03-01
Jewish Voice NY,UCgWIoJXA_a7htGlDt1Vd4PA,597.0,145741,151,1,False,2017-03-12,,2020-05-07
JewishWatch,UC5Ka0MkWYoHvKTE_GtLx5eg,267.0,39272,435,30,True,2020-03-05,2021-01-26,2021-01-03
JewsAreNumba1,UCDL3Z7Sl9dWPMaipZhyCL5g,105.0,118169,15,0,True,2009-11-19,,2021-06-04
Jews Loud'n'Proud,UCvY1o1yRISidrOFMZqEpOOQ,91.0,5172,10,0,True,2019-11-19,,2020-09-15
Jewtube Hates Midnighthood's Channel,UCE1u8hsiMTdI27tuMF4lMAQ,254.0,9345,45,45,False,2018-08-19,2020-10-26,2020-06-03
JFG Livestreams,UCuoFIyMX7PmlwwdmpXfyeNA,23588.0,616295,592,559,False,2017-12-18,2020-10-14,2020-08-27
JFG Tonight,UC4bVl8YKrVKAr6hZlvzkakQ,2680.0,3685,266,5,True,2011-10-12,,2020-10-15
JFK Assassination Truth,UCrgOARy6_WD9WB5Qsmlw5dg,,1201966,60,0,True,2013-10-13,,2020-12-31
JFKkilledbyMossad,UC1mB504EOx_eh1WPVMMrWVQ,233.0,55840,13,1,True,2008-11-23,,2020-07-25
JFK MAN,UCWe4I9zsJZLgD1JyByyj-pw,468.0,67940,84,0,True,2017-11-30,,2020-09-27
Jgillcnm,UCz691XNI-WsaDb_MA_OQwtQ,93.0,13579,18,2,True,2013-02-08,,2019-03-01
JihadAgainstTheHater,UCr1yvPfpMAHY6i77_JQ0RpA,1030.0,497139,144,7,False,2008-12-22,,2019-03-01
Jihad Ahmed,UCItH3VRxRInC0u0HckAhBhg,9.0,1250,1,0,False,2014-10-30,,2019-03-01
JihadWatchVideo,UC-nDa6eoeSk8xeb5UnNVp5g,27800.0,3973963,377,0,False,2008-10-05,,2019-12-23
Jill Colton,UCvQaTpHnhug8g47SDyoAgNw,15200.0,1466332,127,7,True,2017-04-22,,2019-12-30
jim1a2a,UCoEbqyx_QQrOA6gl96nEwNw,3190.0,822766,1181,1,True,2007-06-17,,2019-10-17
Jimbo Jones,UCFR4V-DJQV-lrb_t4B7HSWg,4.0,2105,3,2,False,2012-08-03,,2019-03-01
jimcarreyjennymccart,UCTcw-QD2ycsjugLzVZD-3iQ,731.0,612070,15,0,True,2009-04-24,,2020-01-31
Jim China,UC91YAVpLdbvV9ocrAFn6XDg,19.0,0,1,1,False,2014-04-08,2020-11-15,2019-03-01
jimcorrtube,UCZ-Uc-nPCjqyIerccEdmP2w,1050.0,232835,13,0,True,2009-01-24,,2020-05-08
Jim Hoft,UCAZpPxT4CxFii2OxMhcmWpw,1320.0,1095049,414,2,True,2017-06-03,,2020-07-05
JIM MORRIS,UCZugP2xF2FBGpsx7F-p4CWw,112.0,38302,35,33,False,2012-05-06,2021-06-05,2019-03-01
JimmyBarca,UCWd7f0whYgfGjNXZM4GCF7g,685.0,1092658,52,1,True,2007-06-22,,2019-03-01
JimmyC1983,UCevx9PgAdhuLzs4mpAUH6Bg,118.0,1113410,18,6,False,2006-07-30,2019-09-03,2019-03-01
Jimmy Marr,UCiB2zz7a-HY1xlm14vQiT3w,85.0,9497,2,0,True,2013-03-21,,2021-04-18
Jim Prophet,UCypDSJ4IWgetCc_ny0B4jnQ,0.0,18349,5,0,False,2015-10-20,,2019-03-01
JimSachsen,UCqv7fni-07jSnfL0-KxaMQQ,0.0,184,1,0,True,2007-02-10,,2021-03-28
jing arani,UCIVOhaWHrzjbLQ8Lu47kglA,42.0,37912,97,0,False,2013-01-08,,2019-03-01
jinxermaxer,UCHzKbqGjbmAB-SWEXRyaTNw,15.0,135379,3,0,True,2008-06-09,,2021-02-28
Jitkundough,UCijJYZpQjphtJpPF2PNvK5Q,228.0,72741,80,29,True,2014-03-03,2021-01-13,2020-12-14
jiujitsu138,UCI-EIr8srMiAfGzm4esrzqQ,1335.0,1655634,17,0,False,2006-05-01,,2019-03-01
jiveandwail,UCRy5kUCp6KN-6mLw5Kz-pUQ,1.0,170,3,0,True,2006-09-19,,2020-09-27
jjgericke,UCEKva2cUyejo70H1zrOIYBg,13.0,28154,1,0,True,2007-11-19,,2021-03-07
JJHrget,UCJgFUBAgZMRh_EEvDVlkhog,64.0,24208,1,0,True,2013-04-15,,2021-03-28
JK4P,UC5UYXj452MIT9UhKshDmjmA,1055.0,2272989,114,1,True,2008-11-27,,2019-03-01
jlsr1488,UCbeTwR06cE7Z4zjzGixUImg,859.0,1510925,4,0,False,2007-07-27,,2019-03-01
J [Max Ignoramus] J,UCA2P9y_QtAMPI8kCIRlj5oQ,105.0,1269,17,0,False,2007-03-11,,2019-03-01
JnJArchive,UCG3kgjMkAXWGsPdQPZdAUbw,1240.0,1313244,65,1,True,2010-09-06,,2021-02-21
Joakim Brasseur,UCRww2I5zvF_ZYkXnE-gKydA,9876.0,4246845,935,1,False,2014-03-31,2020-10-05,2019-03-01
joanna k,UCJiJQ3RR2ulh2PlOMuGdVRg,2.0,254,16,0,False,2014-06-26,,2019-03-01
Joaquin Gonzalez-Melquiades,UCzJFzpJ8O4DuWRMBJHG4jDg,502.0,93394,26,21,False,2011-09-14,2021-06-21,2020-10-07
Job Creators Network,UCbUn7gq0Q29AttjH29NgvZw,1340.0,7203186,444,1,True,2013-06-21,,2020-09-24
jockee19,UCqaiC5xdYFPENfSjFmxaFrw,113.0,578719,2,0,True,2006-10-30,,2020-10-03
Jo Conrad,UCQ3mztElOOzijHAcaqhIPxA,41918.0,9192702,486,2,True,2009-01-13,,2019-03-01
Jody Kay,UCfKTL84WGXcIc5YaRR-XAiw,747.0,9275,78,0,True,2020-06-14,,2020-09-19
Joe Black,UC6MJJT_rair0BCs6I2FMcLg,1.0,387,7,0,True,2016-09-07,,2020-11-29
Joe Joseph,UCZSzlzrFVKKl9bYsNEy7YrA,6202.0,1209392,240,2,True,2011-11-10,,2019-03-01
joel10000a,UCpEh-N-nlXEsW93p1bZxW4g,115000.0,79326296,496,1,True,2007-03-02,,2019-10-17
JoelAkaRaider,UCF0zmm9dXSu7F1IYCrlRYsA,78.0,39282,79,0,True,2009-01-11,,2021-02-10
Joel Gilbert,UCUVeIQJsm8olXYvVZF-A1cg,7180.0,5688625,68,0,True,2006-08-04,,2019-12-08
Joel M. Moskowitz PhD,UCpZ6fhuj9NBYK6CSpr8rsNw,63.0,2044,1,0,False,2020-09-25,,2021-07-11
Joel Osteen 2021,UCic6La41MrdXqoEsIylsVNQ,,6176,26,0,True,2009-09-07,,2021-01-17
Joe M,UCDFe_yKnRf4XM7W_sWbcxtw,368459.0,11758130,13,13,False,2017-12-15,2020-10-15,2019-12-02
Joe Mandese,UC0fkrGMzwJOU5Ky_Um-2A4Q,4.0,2458,12,0,False,2011-10-19,,2019-03-01
Joe Owens Talking Sense,UCuK42sAlgwVEvu_tdUae8Tw,2840.0,646568,345,0,True,2017-05-29,,2020-11-05
Joe Pimpernel,UC-69LLOdaGmtx3fIAc449Fg,4.0,3772,2,0,True,2009-03-07,,2020-04-18
Joe Putnam,UCcN8KlLppNp-5ksbtlR-yOQ,12.0,817,20,0,False,2016-12-05,,2019-03-01
Joe W,UCeGZIeuVIe2pmvHu5qpjaYA,2190.0,357136,114,0,True,2009-04-23,,2020-04-30
Joey Gibson Patriot Prayer USA,UCX_tPsLS2DIHVW9y2dRJC1w,64400.0,10745691,783,772,False,2011-10-21,2020-11-14,2019-03-01
Joey Moe,UCfzgEl140DEFzG7uS1_rDEg,44.0,19528,12,10,False,2012-04-22,2020-08-04,2020-06-26
Joey Redmon,UCfng_jiaYS1vIemXdkNXn9w,734.0,122758,134,38,True,2011-07-21,,2019-03-01
Joey Salads,UCBHu7LsKiwiYViR230RtsCA,2561652.0,486868509,368,1,True,2012-09-05,,2019-03-01
joeysmithprojects,UCgWeooulN3FT2tnVAnHal-A,38.0,45391,8,0,True,2009-05-25,,2021-06-04
joggler66,UCGYJKn-EzD3I06zKSjWLd_A,11911.0,2945898,1457,0,True,2011-04-04,,2019-03-01
Johanes OGENK,UCGTQoQs499kUjquj7m61IQg,14.0,16356,25,0,False,2017-04-08,,2019-03-01
Johannes Birchner,UCm1qGQRIMqZ6yr8jsm96o0A,6.0,2063,1,1,False,2013-11-13,2020-11-15,2019-03-01
Johan Tino Frederiksen,UCvMMPPS3Mb-eMLmAtD0_1Eg,335.0,76311,184,7,False,2007-09-10,,2021-06-23
John,UCGAy50sxYRw2NYa1CjJSBfA,1200.0,780758,95,0,True,2006-04-25,,2021-04-18
John Barbour,UCn-FKP9Xmu1a5f4U9VXIJEQ,7870.0,729401,140,0,True,2013-11-23,,2020-02-23
John Bering,UCJ77FWIy1rho6qMoYAeVgJA,3460.0,313036,36,0,True,2011-06-22,,2021-03-21
john berry,UCTZjApJm3Mk662i4k9wZ0hw,6010.0,3081601,27,0,True,2013-10-29,,2020-05-26
JOHN BIRD,UC0Rwlahbx90HIthr-MUN83A,2010.0,17368,8,0,True,2020-01-14,,2021-04-18
JohnCabal,UCnud7F06VELLNPE-Ht7HFgQ,16.0,54473,1,0,False,2008-09-28,,2019-12-05
John Delano,UCSzms2uiKIgmCI5bF46iZiQ,25.0,17678,29,0,False,2007-09-03,,2019-03-01
John de Nugent,UCdM4JLEj28mcxclsqGYiMQA,267.0,2895,6,0,False,2013-08-02,,2019-03-01
john desalvo,UCs-7QT7Pv4XtCXkIHIzuHxw,147.0,42723,49,1,False,2017-01-03,2020-11-15,2019-03-01
John Doe,UCXoF1BZggp8gn9ykALfrumA,283.0,73886,31,0,False,2013-12-08,2019-10-05,2019-03-01
John Doe,UCNwCn75-nRANebe-uNVGTmg,0.0,204739,25,2,False,2008-07-12,2020-06-11,2019-03-01
John Dohe,UCL81VgbW2AwFGbQhl15LYiQ,290.0,95758,77,0,True,2012-04-11,,2020-01-29
John Doyle,UCzZpgppwC_XQMe8lFiI77-Q,124000.0,7433074,187,1,True,2018-10-10,,2019-12-17
John D Ruddy,UCXito3UI2k0p7U1Jpk4CtAQ,225000.0,33421510,78,0,True,2006-05-24,,2020-12-20
John E Hoover,UCR0y2Ae3Ju0N760n_XdtCqg,37000.0,2965755,307,0,True,2017-11-09,,2021-05-03
John Friend,UCuHDGviOGC1ytrdHADjKg6Q,1380.0,199616,99,14,True,2007-04-08,,2019-12-31
John Gault Productions,UCw73jdrBW-F_9R8lkTmaw7w,1329.0,785202,93,1,True,2014-07-27,,2019-03-01
JOHN GUINN,UC7ETmzhZQKbQ3SiQYxRk6vA,0.0,1433,27,0,False,2008-10-22,,2019-03-01
John Hammer,UCYuSs2-ay0xfEQPxPOzV6UQ,1.0,157,1,0,False,2014-08-27,,2019-03-01
John K,UClDGdf_7tUMfCl_UyMnucjw,1.0,722,5,1,False,2009-09-17,,2021-02-19
John Lenin,UCy5xrrd6Az09FKma7-jIpYg,307.0,189115,61,0,False,2013-06-06,,2019-03-01
johnlennon,UCYU4eunPInnHTNWfGvOgkbg,941000.0,475807690,98,1,True,2005-12-03,,2020-01-24
John Lovell,UCDcbEKjO66PrROviofuF6vw,5820.0,1116107,54,2,True,2012-08-24,,2021-07-01
John Mallory,UCId1SfSKf4Qia8zsz49hRCQ,1060.0,2975050,8,0,True,2009-11-10,,2020-04-18
John Mark,UCIGlVALFPYRROlXk511Cfhw,60048.0,2334038,118,111,False,2016-07-30,2020-07-10,2019-03-01
John Matze,UCsGOQgUpNNpuyNSY7uzBgpg,1210.0,47418,23,0,True,2011-08-04,,2020-12-14
john mc donald,UCCKYA9tOpZziKdiTGAWF-nA,298.0,14690,17,0,False,2017-11-26,,2019-03-01
John Metzger,UC0HWMYvlpgNkH4hhF9vhW5g,0.0,250,1,1,False,2011-02-28,,2019-03-01
John Nord,UC_uN8-xbgNC-HdZOVsDBYrw,36200.0,3554780,136,0,True,2018-08-29,,2020-09-29
Johnny Bigger,UC1uav1I7c_YHbJZa1Tc1Cnw,0.0,5689147,185,0,True,2013-05-18,,2020-09-12
Johnny Boxturtle,UCZFufJtKIHTLHuG18Jn9Q6w,950.0,219550,582,25,False,2016-04-02,2019-06-05,2019-03-01
Johnny Fash,UC8tpc7cWhLkFH1z2UkwW0Xw,57.0,7373,30,3,False,2016-12-24,2020-07-01,2019-03-01
Johnny Freedom,UCUfpJ8LDPzRcu1E3WfNMoRA,0.0,134,2,0,False,2018-09-10,,2019-03-01
Johnny Gat Archives,UCvASbp-j5tBAjTTOAt2AMgg,930.0,11445,22,4,True,2018-11-19,,2019-03-01
Johnny Gat Mirror,UCic5R1CxjRKt8HT4d3brjPA,1561.0,26407,52,15,False,2018-12-23,,2021-07-27
Johnny Gat Reuploads,UC60h2JVZN2bY_il6Lawc70g,498.0,11289,25,20,True,2018-12-21,2021-06-25,2020-09-27
johnny heath's,UC0fc6w9bNXNhLI3BCGeET_A,195.0,151605,183,1,False,2013-10-01,,2019-03-01
johnny mars,UCsmmNSO-ECZK_xIuNo0pQ8g,17400.0,4897015,246,0,True,2006-03-02,,2020-01-28
JOHNNYMasteratArms DUNN,UC-GpSaUZXhJQLZS228j4gwg,1010.0,56423,109,0,True,2006-07-22,,2020-12-06
Johnny Medlar,UCrkW3Pg_9g3_FGxSMMAIVtw,37600.0,11287729,168,0,True,2007-10-09,,2020-09-19
Johnny Mgtow,UC_OGIvbOor3bUybYaUTIo3w,0.0,0,105,18,True,2015-04-04,,2020-10-30
